golden_id,review_id,golden_intent,difficulty_hint,escalation_required,escalation_reason,expected_action,resolution_criteria,annotation_status,annotation_note,candidate_intent,escalation_hint,model_review_intent,model_review_escalation_required,model_review_escalation_reason,model_review_expected_action,model_review_resolution_criteria,model_review_decision,model_review_note,final_intent,final_escalation_required,final_escalation_reason,final_expected_action,final_resolution_criteria,review_decision,review_notes,candidate_id,conversation_id,total_turns,customer_turns,company_turns,first_customer_message,customer_messages,company_responses,intent_score_hint,selection_reason
GLD0011,GR0012,account_access,medium,no,No strong escalation signal in the customer text; standard support handling is appropriate.,"Help restore account access, login, password, verification, or account-status functionality.",Customer can access the account or has a verified account-recovery path.,finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,account_issue,FALSE,account_access,no,No strong escalation signal in the customer text; standard support handling is appropriate.,"Help restore account access, login, password, verification, or account-status functionality.",Customer can access the account or has a verified account-recovery path.,keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0149,608110,6,3,3,"@AmazonHelp Can't log into my Amazon account. Keeps saying password is incorrect even after changing it, or using a verification code. I've tried clearing browser cache/cookie data on all my devices and it still won't let me in. It was after making a purchase last night.","@AmazonHelp Can't log into my Amazon account. Keeps saying password is incorrect even after changing it, or using a verification code. I've tried clearing browser cache/cookie data on all my devices and it still won't let me in. It was after making a purchase last night. || @AmazonHelp I did not, besides those for password reset and verification codes. Still can't access my account. || @AmazonHelp I've tried with .com and .es
No difference, can't enter my Amazon account even after another password change, still shows as ""incorrect"".","@264535 We'd like to address your concerns. Without providing any personal or account information, can you tell us more about any issues you're having?^CN || @264535 Hey, did you get any emails from us about your account? Please check your spam/junk mail as well. ^MA || @264535 Sorry to hear about the account issues you've been having. Can I ask which Amazon site you are attempting to access (.com / .co.uk / .es / etc)?^TI",3,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0012,GR0014,account_access,medium,no,No strong escalation signal in the customer text; standard support handling is appropriate.,"Help restore account access, login, password, verification, or account-status functionality.",Customer can access the account or has a verified account-recovery path.,finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,account_issue,FALSE,account_access,no,No strong escalation signal in the customer text; standard support handling is appropriate.,"Help restore account access, login, password, verification, or account-status functionality.",Customer can access the account or has a verified account-recovery path.,keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0153,665145,10,5,5,@AmazonHelp Yes I've changed email address,@AmazonHelp Yes I've changed email address || @AmazonHelp I forgot my password and its sending my reset link to __email__ to which I no longer have access. Its __email__ now. || @AmazonHelp .com || @AmazonHelp I can't log in without my password. || @AmazonHelp I have sent an email outlining exactly what I have outlined in the stream of tweets. Thank you for your assistance.,@278528 Sorry to hear this - are you having issues with the email / password combination ? ^TD || @278528 And what error message are you receiving ? ^TD || @278528 It seems we still have the old email address -  which Website (.com / .co.uk / .in / etc) would you normally log in to ? ^TD || @278528 Thanks - please contact us so we can assist :  https://t.co/hApLpMlfHN  ^TD || @278528 Try this link that doesn't require logging in to contact us.  https://t.co/zYVX1Qi29G ^EM,3,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0013,GR0011,account_access,easy,no,No strong escalation signal in the customer text; standard support handling is appropriate.,"Help restore account access, login, password, verification, or account-status functionality.",Customer can access the account or has a verified account-recovery path.,finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,account_issue,FALSE,account_access,no,No strong escalation signal in the customer text; standard support handling is appropriate.,"Help restore account access, login, password, verification, or account-status functionality.",Customer can access the account or has a verified account-recovery path.,keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0144,1308036,4,2,2,@AmazonHelp I have one email from “Wanda S” and one generic customer feedback email. I’ve been trying to speak with Wanda again but have not been able,"@AmazonHelp I have one email from “Wanda S” and one generic customer feedback email. I’ve been trying to speak with Wanda again but have not been able || @AmazonHelp I cannot log in, the error says ""password is incorrect"" even after resetting. This happened on Tuesday 10/24, I was able to call and unlock","@425658 I'm sorry for the frustration. Have you received an e-mail regarding your account from our Accounts team? ^EB || @425658 I'm sorry but we don't have an option to send you directly to Wanda, but is there something we can assist with?  ^AG",3,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0014,GR0003,account_access,hard,yes,Repeated contact or unresolved issue suggests escalation to a specialist/support team.,"Help restore account access, login, password, verification, or account-status functionality.",Customer can access the account or has a verified account-recovery path.,finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,account_issue,TRUE,account_access,yes,Repeated contact or unresolved issue suggests escalation to a specialist/support team.,"Help restore account access, login, password, verification, or account-status functionality.",Customer can access the account or has a verified account-recovery path.,keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0155,179290,8,4,4,"@AmazonHelp How can I do that when my account is on hold and I am unable to log in, and this is the first thing this page requires? 

When I call customer services all I am getting is ""Its not my fault, I cant do anything, you just have to wait for the account team""

Hardly customer-focussed","@AmazonHelp How can I do that when my account is on hold and I am unable to log in, and this is the first thing this page requires? 

When I call customer services all I am getting is ""Its not my fault, I cant do anything, you just have to wait for the account team""

Hardly customer-focussed || @AmazonHelp So the form says that someone will be in touch inside 12hrs, it's now considerably over that without contact.

This is now the sixth day I've been on hold for something that should have been resolved in two days. || @AmazonHelp Just checked everything again including spam and all other filters, no response and the only contact from Amazon this morning has been an order update and a marketing email. || @AmazonHelp And done - https://t.co/7IaKLRgz4z","@158252 I'm so sorry for the trouble! Please provide your details here: https://t.co/5j3qK6cshB, so we can look further into it for you. ^WJ || @158252 There's a link toward the bottom that says skip sign in. Please click that and provide the details so we can look into this. ^TR || @158252 Hello, Have you checked your emails including your spam folder for any updates ? ^CR || @158252 I've checked and can't see your details. Can you please fill in the form once again and let me know when you've submitted it? ^RL",1,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0015,GR0015,account_access,hard,no,No strong escalation signal in the customer text; standard support handling is appropriate.,"Help restore account access, login, password, verification, or account-status functionality.",Customer can access the account or has a verified account-recovery path.,finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,account_issue,FALSE,account_access,no,No strong escalation signal in the customer text; standard support handling is appropriate.,"Help restore account access, login, password, verification, or account-status functionality.",Customer can access the account or has a verified account-recovery path.,keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0154,870183,10,5,5,@AmazonHelp I anmol with sharing my details. Let people know that I am a genuine customer. I want some responsible person to handle this.,@AmazonHelp I anmol with sharing my details. Let people know that I am a genuine customer. I want some responsible person to handle this. || @AmazonHelp No I have not. I have forgotten my password. Need to get my internet up n running. I will. But what is the point? NO RESOLITION. || @AmazonHelp No I am not worried. I have a lot of options. Amazon has let me down as a business. I don't feel u value ur customers. || @AmazonHelp I have spoken your call center n giving feedback since last 1 year nothing has happened. This is irresponsible behaviour n lack of ownership || @AmazonHelp C I have already given u my registered email address y nobody is willing to call me. This is avoidance.,"@326613 I'm sorry about the situation. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll look into this. ^SG(1/2) || @326613 Sorry for the trouble. Could you please confirm if you've shared your details in the above link? ^HN || @326613 Please don't worry. We'll be waiting for your info to help you. Apparently we don't have an option to give [1/2] ^HA || @326613 Apologies, Sachin. I'll definitely forward this feedback internally to our concerned team for a review. ^SK || @326613 details in the link provided to you earlier and we'll look into this. (2/2)^SQ",1,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0016,GR0016,account_access,hard,no,No strong escalation signal in the customer text; standard support handling is appropriate.,"Help restore account access, login, password, verification, or account-status functionality.",Customer can access the account or has a verified account-recovery path.,finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,account_issue,FALSE,account_access,no,No strong escalation signal in the customer text; standard support handling is appropriate.,"Help restore account access, login, password, verification, or account-status functionality.",Customer can access the account or has a verified account-recovery path.,keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0157,420958,10,5,5,"@AmazonHelp Just an automated email. I have provided your support guys the new account detail daily, no further progress. Automated emails still arrivie","@AmazonHelp Just an automated email. I have provided your support guys the new account detail daily, no further progress. Automated emails still arrivie || @AmazonHelp Subject ""Your Amazon Payments Account"". In order to continue shopping with Amazon Payments, we request that you open a new Amazon account, || @AmazonHelp I cannot login to the original account, it is locked || @AmazonHelp Open a new account, provide details and the orders, kindle, etc will be transferred. I have done this via CS as reply to email bounces back || @AmazonHelp Yes, still bounces. I have supplied the information daily for two weeks direct to CS via chat who say they pass it on","@215326 Have you received an email from an account specialist atall? ^KM || @215326 Hi Stuart- What is being asked in these emails? Are you asked to provide additional info? ^NV || @215326 Hi Stuart, are you able to sign in here - https://t.co/wE3Oe5XYAh using your login details? ^TP || @215326 What exactly does the last email advise? ^PK || @215326 Strange. Have you tried replying from another browser or device if available? ^PK",1,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0017,GR0017,account_access,hard,no,No strong escalation signal in the customer text; standard support handling is appropriate.,"Help restore account access, login, password, verification, or account-status functionality.",Customer can access the account or has a verified account-recovery path.,finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,account_issue,FALSE,account_access,no,No strong escalation signal in the customer text; standard support handling is appropriate.,"Help restore account access, login, password, verification, or account-status functionality.",Customer can access the account or has a verified account-recovery path.,keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0161,351903,10,5,5,@AmazonHelp Amazon.fr and https://t.co/UZPvSHf60f i noticed the issue on amazon.fr. Haven’t tried the com one yet,@AmazonHelp Amazon.fr and https://t.co/UZPvSHf60f i noticed the issue on amazon.fr. Haven’t tried the com one yet || @AmazonHelp The link you sent is asking me to log in and my log in is not working. || @AmazonHelp The page where it semds me has no assistance on my issue. I will just delete my account completely cause I can’t be bothered for this long || @AmazonHelp I have been on the phone with your call center for over 1 hour. It’s a shame to have such incompetent people on your call center. || @AmazonHelp They kept asking what issue I had with my order when I have no order issue at all. Someone changed my email adress without my consent and,@199695 Sorry to hear this. What Amazon site is your a/c associated with? For example https://t.co/nUUp5MLhYl Amazon.fr etc. ^PK || @199695 Could you please contact our Customer Service to check this directly : https://t.co/qzuu0dgDXz ^MH || @199695 ^ KO https://t.co/urNPlQev9O || @199695 could you please try this link : https://t.co/MBTDQi7u2J ^ME || @199695 I am sorry for the inconvenience. Would you please tell us what was the solution proposed by our Customer Service? ^SA,1,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0018,GR0018,account_access,hard,no,No strong escalation signal in the customer text; standard support handling is appropriate.,"Help restore account access, login, password, verification, or account-status functionality.",Customer can access the account or has a verified account-recovery path.,finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,account_issue,FALSE,account_access,no,No strong escalation signal in the customer text; standard support handling is appropriate.,"Help restore account access, login, password, verification, or account-status functionality.",Customer can access the account or has a verified account-recovery path.,keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0162,1623916,10,5,5,@AmazonHelp It has requested me to login and I've closed my  amazon account few month s back. What  to do now.,@AmazonHelp It has requested me to login and I've closed my  amazon account few month s back. What  to do now. || @AmazonHelp In this case please close all my account and check who is registered with this account. How can you allow ppl to register with UK no || @AmazonHelp When I'm trying to visit contact us page ut ask me to provide my account details. I told you i don't have any more account with amazon. Give me email id where I can complaint about you service. || @AmazonHelp Thanks . I did submit your form. || @AmazonHelp Yes. Thanks for your expedite response. I do check my email as well,@497403 Please connect with our support team here: https://t.co/vlvfJr4nN9. ^NR 2/2 || @497403 Could you please try to recall if that is the case? Keep us posted. (2/2) ^SS || @497403 Kindly reach out to us using any registered account here : https://t.co/rS49hgaADF for better assistance. (2/2) ^SS || @497403 I get your concern. Please fill this form : https://t.co/beaaDm0muc by using 'skip sign in' and we’ll contact you soon. ^SS || @497403 Also please keep an eye on your mail box. ^SM (2/2),1,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0019,GR0055,delivery_shipping,medium,yes,Repeated contact or unresolved issue suggests escalation to a specialist/support team.,Investigate shipment/tracking/delivery status and provide the appropriate delivery resolution.,"Customer receives the package or a clear, verified next step/status for the shipment.",finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,delivery_issue,FALSE,delivery_shipping,yes,Repeated contact or unresolved issue suggests escalation to a specialist/support team.,Investigate shipment/tracking/delivery status and provide the appropriate delivery resolution.,"Customer receives the package or a clear, verified next step/status for the shipment.",keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0014,629506,8,4,4,@AmazonHelp Chatting to someone just now. tracking shows first delivery attempt made at 8:30pm yet no one has buzzed my flat. I'd rather be told he's ran late and it'll be here tomorrow than lied too.,"@AmazonHelp Chatting to someone just now. tracking shows first delivery attempt made at 8:30pm yet no one has buzzed my flat. I'd rather be told he's ran late and it'll be here tomorrow than lied too. || @AmazonHelp Turns out the carrier (Amazon Shipping) mistakenly tracked the item as ""delivery attempt made"" although no reason for delay. Chat agent raised complaint &amp; extended my Prime by 30 days - No good if items are delayed though. Hope it will come tomorrow &amp; other deliveries on time ?? || @AmazonHelp Day 2 and still no order despite reassurances i would have the items today, starting to feel that this is personal as i can't see a reason for the repeat delays without a valid reason. I might have to cancel my Prime Membership as it makes no difference to when items arrive. ?? || @AmazonHelp What's the point of this?",@269129 I'm sorry for the wait! I can understand how frustrating this is. Have you had a chance to reach us for your available options here: https://t.co/JzP7hlA23B? ^DW || @269129 I know how frustrating this can be. Please keep us posted. We are here to help! ^BA || @269129 Thanks for keeping us updated. Please let us know whether it arrives or not. ^SJ || @269129 I'm sorry for the difficulty. We'd like to look into this for you. Please leave us your details here: https://t.co/rkTiw4wMJv ^MH,8,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0020,GR0042,delivery_shipping,medium,yes,Repeated contact or unresolved issue suggests escalation to a specialist/support team.,Investigate shipment/tracking/delivery status and provide the appropriate delivery resolution.,"Customer receives the package or a clear, verified next step/status for the shipment.",finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,delivery_issue,TRUE,delivery_shipping,yes,Repeated contact or unresolved issue suggests escalation to a specialist/support team.,Investigate shipment/tracking/delivery status and provide the appropriate delivery resolution.,"Customer receives the package or a clear, verified next step/status for the shipment.",keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0010,93674,12,6,6,"@AmazonHelp Yes, but this is becoming unacceptable. Every other order from you is late. Spoke to a rep and saw that one part of my order was available via @117795 but wouldn’t schedule the delivery for today.","@AmazonHelp Yes, but this is becoming unacceptable. Every other order from you is late. Spoke to a rep and saw that one part of my order was available via @117795 but wouldn’t schedule the delivery for today. || @AmazonHelp I’ve ended up cancelling some of the delayed orders and buying them locally so I can’t go back in and search the carrier. UPS was the problem this time and has been a problem with past orders if memory serves correct. || @AmazonHelp Another delayed shipment. Who do I need to call to fix this? || @AmazonHelp General customer support has no idea what I’m talking about and is just offering me the standard prime extension. I want the problem fixed not bribes to make me go away. Who do I need to speak with that’s a specialist in this area? || @AmazonHelp Had a conference call with your customer service rep and UPS. Amazon is creating shipping labels too late. So I ordered a package on Nov 28, Amz said it would be delivered the 30th, but Amz isn’t creating a label until 5:30pm on the 29th so UPS thinks it should be delivered 12/1 || @AmazonHelp 6 hours no response. Good to know.","@136304 So sorry your order was delayed! Did you receive an e-mail providing a new delivery date?  ^LS || @136304 When your package are being delayed are you noticing that it is with a certain carrier? We would like to help in any way possible! ^LS || @136304 Thank you for confirming. I'm glad that you've contacted us about the delay as it allows us to notify our Shipping team. We want to make sure this doesn't continue. Please keep us posted on your future deliveries. ^RA || @136304 Please contact us here: https://t.co/hApLpMlfHN so we can make sure this is addressed. ^CO || @136304 You mentioned the past delivery issues were with the same carrier, have you had a chance to contact the carrier directly for more information about the delays? If so, what insight did they provide? ^LI || @136304 This is certainly not the experience we'd want you to have! I'm sorry about that. Just for claarification, are you in need of a return mailing label? ^GP",7,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0021,GR0043,delivery_shipping,easy,yes,Repeated contact or unresolved issue suggests escalation to a specialist/support team.,Investigate shipment/tracking/delivery status and provide the appropriate delivery resolution.,"Customer receives the package or a clear, verified next step/status for the shipment.",finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,delivery_issue,TRUE,delivery_shipping,yes,Repeated contact or unresolved issue suggests escalation to a specialist/support team.,Investigate shipment/tracking/delivery status and provide the appropriate delivery resolution.,"Customer receives the package or a clear, verified next step/status for the shipment.",keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0007,503478,4,2,2,"@AmazonHelp I was told by one person that promised one of my packages would be delivered by 6pm by UPS, even when I called I was informed it wouldn't arrive until next week.","@AmazonHelp I was told by one person that promised one of my packages would be delivered by 6pm by UPS, even when I called I was informed it wouldn't arrive until next week. || @AmazonHelp On the way, but it may be late
From UPS at 10AM today.
A carrier delay has occurred
Your package can still arrive today by 8PM.
We're working to get your package back on track. Please check back later for more delivery info from UPS.
Was expected today by 8PM","@235321 I'm sorry your packages are late, Cory! When you spoke with us, what was advised? Were we able to offer any options? ^LB || @235321 Thank you for clarifying. To confirm, what does the most current tracking update show for the order here: https://t.co/Y5jpI9gRhE ^SC",6,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
GLD0022,GR0048,delivery_shipping,easy,yes,Repeated contact or unresolved issue suggests escalation to a specialist/support team.,Investigate shipment/tracking/delivery status and provide the appropriate delivery resolution.,"Customer receives the package or a clear, verified next step/status for the shipment.",finalized_assisted_annotation,Final project golden set generated from the reviewed candidate pool. Labels are model-assisted and should be described as such in the report.,delivery_issue,FALSE,delivery_shipping,yes,Repeated contact or unresolved issue suggests escalation to a specialist/support team.,Investigate shipment/tracking/delivery status and provide the appropriate delivery resolution.,"Customer receives the package or a clear, verified next step/status for the shipment.",keep,First-pass model-assisted label. Human verification required before this is treated as ground truth.,,,,,,,,G0009,2966398,4,2,2,@AmazonHelp Yes. 3 so far this week. 2 arrived today (2days late) and one was supposed to arrive today and I have again received a sorry it's delayed email instead of my package. This last one did not even get picked up to be delivered today.,"@AmazonHelp Yes. 3 so far this week. 2 arrived today (2days late) and one was supposed to arrive today and I have again received a sorry it's delayed email instead of my package. This last one did not even get picked up to be delivered today. || @AmazonHelp I included a photo of all three tracking numbers. The top is the one that was supposed to arrive today and didn't even go out for delivery, the other two were the delayed ones. It's all your AMZL US service. https://t.co/ZWLGuh5uX8","@818380 Hello, Ashley. I'm sorry you're having issues with some of your recent deliveries. That's not the type of service that we aim to provide. Do you have any current orders that have missed the delivery date given in your order confirmation e-mail?   ^FJ || @818380 Thanks for that information! We'll do all we can to help. Without any account or personal details, please confirm for us who the carrier is on these orders here: https://t.co/Y5jpI9gRhE ^SG",6,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
