golden_id,conversation_id,query,gold_intent,top1_intent,top1_score,first_matching_intent_rank,top1_match,mrr,latency_ms,recall_at_1,recall_at_3,recall_at_5,recall_at_10,top1_rag_id,top2_rag_id,top2_intent,top2_score,top3_rag_id,top3_intent,top3_score,top4_rag_id,top4_intent,top4_score,top5_rag_id,top5_intent,top5_score,top6_rag_id,top6_intent,top6_score,top7_rag_id,top7_intent,top7_score,top8_rag_id,top8_intent,top8_score,top9_rag_id,top9_intent,top9_score,top10_rag_id,top10_intent,top10_score
GLD0105,2858141,"@AmazonHelp Frustrations? I was lied to by one of your supervisors, thoroughly messed around and now another order is ""affected by events outside our control"" How can you reschedule a delivery if items are ""lost"" Get a grip! Yes..a current order... || @AmazonHelp That it is re-ordered for Wednesday. But that is what they said yesterday for delivery today. It should have been here Friday. Simply, you don't care. You have our Prime Membership and so no incentive to sort! #shockednotshocked",prime_membership,prime_membership,0.7476,1,1,1.0,20.44,1,1,1,1,RAG02870,RAG02724,prime_membership,0.7447,RAG03459,order_cancellation,0.7333,RAG01174,refund,0.7109,RAG00105,delivery_shipping,0.7096,RAG00899,payment,0.7094,RAG00360,delivery_shipping,0.7079,RAG02486,account_access,0.706,RAG00159,delivery_shipping,0.7049,RAG04839,delivery_shipping,0.704
GLD0106,2698863,"@AmazonHelp was promised today 19/11 b4 8pm and Ive waited all day for nothing!! Not first time prime has failed 2 arrive on promised date and yet the first email Ive received since this phone call is 2 tell me my prime membership will not be renewed, not sorry or any offer of compensation || @AmazonHelp No reason at all for the delay but I’ve been told it will definitely be here tomorrow now. However, I will be at work tomorrow and that still doesn’t take away the fact I’ve wasted an entire day for nothing and I pay £80 pa for this privilege",prime_membership,delivery_shipping,0.7908,2,0,0.5,22.36,0,1,1,1,RAG04722,RAG02945,prime_membership,0.72,RAG03511,order_cancellation,0.716,RAG00836,payment,0.6836,RAG00387,delivery_shipping,0.6774,RAG00203,delivery_shipping,0.6723,RAG02110,account_access,0.6721,RAG03559,order_cancellation,0.6715,RAG03785,order_cancellation,0.6709,RAG03499,order_cancellation,0.6695
GLD0107,2132838,"@AmazonHelp They basically said ""Well, that really sucks, but you'll get it in the next couple of days.""  The only reason I ordered from Amazon was to get the stuff ASAP with no hassle; if I knew it was going to be an ordeal I would've just gotten what I ordered locally. || @AmazonHelp Today.  I just got an email that they're extending my prime membership another month but that's kinda just meh.  I feel like Amazon just doesn't care about on time performance.  Sure, I'll get the screen films this week, but I could've gotten them today at Best buy.",prime_membership,general_support,0.596,2,0,0.5,22.94,0,1,1,1,RAG04534,RAG02959,prime_membership,0.5925,RAG00160,delivery_shipping,0.5923,RAG02537,prime_membership,0.59,RAG00015,delivery_shipping,0.588,RAG02721,prime_membership,0.5809,RAG02825,prime_membership,0.5805,RAG02787,prime_membership,0.5799,RAG00165,delivery_shipping,0.5765,RAG00298,delivery_shipping,0.5723
GLD0108,80675,"@AmazonHelp J'ai passé une commande le 20/11 pour livraison le 28/11 entre 10 et midi (amazon prime + supplément créneau horaire + supplément emballage cadeau car il s'agissait d'un événement important) Le 27 je reçois un mail disant que le colis a été expédié. jusque la tout va bien 1/1 || @AmazonHelp Oui il s'agit du colis prévu mardi. Le problème est que je ne peux pas changer le créneau et je ne vois pas pourquoi je devrais en plus perdre une heure a aller le récupérer au entre chronopost de Strasbourg || @AmazonHelp Je viens enfin de parler à un responsable chez vous qui va essayer d'intervenir chez Chronopost pour avoir le créneau qui me convient. Je croise les doigts, je suis désespérée et à bout de nerfs! || @AmazonHelp malgré l'intervention (ou pas) du responsable hier, le colis a été livré à 10h, heureusement, j'ai eu de la chance avec le chauffeur et j'ai pu réceptionner le colis.",prime_membership,prime_membership,0.8659,1,1,1.0,37.06,1,1,1,1,RAG02824,RAG03078,technical_app,0.6969,RAG00492,payment,0.6735,RAG04808,delivery_shipping,0.6552,RAG02632,prime_membership,0.6517,RAG02930,prime_membership,0.6502,RAG03271,technical_app,0.6294,RAG04616,delivery_shipping,0.6258,RAG04586,delivery_shipping,0.6256,RAG02570,prime_membership,0.6242
GLD0109,888300,"@AmazonHelp Yes, it asks if I want to replace with other stuff that I purchase... Also, by the way, I bought the insurance and can't find the policy for it anywhere... || @AmazonHelp Now speaking with someone and even though that my item is literally 2 hours old I purchased insurance apparenlty I am not aloud a replacement unit || @AmazonHelp i dont want my money back because i want the item... item now is £155 while i got a deal of £90 || @AmazonHelp The item was sold by @115830 I was told that is not in stock but I don't mind waiting. Called the insurance and they say that because the item is broken down on first use they aren't responsible for it... you're almost losing a customer that spends around 20K a year...",product_issue,return_replacement,0.5821,2,0,0.5,29.88,0,1,1,1,RAG01532,RAG01839,product_issue,0.5799,RAG01232,refund,0.5784,RAG01518,return_replacement,0.568,RAG01605,return_replacement,0.5666,RAG01420,return_replacement,0.5596,RAG01808,return_replacement,0.5553,RAG03687,order_cancellation,0.5546,RAG02796,prime_membership,0.5546,RAG01053,refund,0.5535
GLD0110,2890551,"@AmazonHelp Wrong items sent multiple times, damaged items, drivers not even knocking on door, cut off on the phone twice, unauthorised payments, told incorrect information multiple times on phone, advised to discard of broken item-then attempted to be charged for it. Never used to be as bad || @AmazonHelp Thank you, I am currently on the phone at the moment speaking to a manager regarding all of this so hopefully it will be resolved at last.",product_issue,payment,0.7884,5,0,0.2,20.21,0,0,1,1,RAG00892,RAG00490,payment,0.6936,RAG03964,security_fraud,0.678,RAG00968,refund,0.6767,RAG01904,product_issue,0.6747,RAG01877,product_issue,0.6682,RAG01837,product_issue,0.6673,RAG02040,product_issue,0.6632,RAG01953,product_issue,0.6631,RAG01926,product_issue,0.6614
GLD0111,2522241,@AmazonHelp Sir I am still waiting for your call ? Item is still not cancelled @115850 @115851 @115821 || @AmazonHelp I don't see order getting cancelled ...also I clearly see this as fraud activity performed by amazon where it lists items using fake sellers with some lucrative offer and then holding the customers money in their account @115851 @115821,product_issue,order_cancellation,0.7285,0,0,0.0,17.47,0,0,0,0,RAG03529,RAG03215,technical_app,0.6684,RAG03582,order_cancellation,0.6663,RAG02196,account_access,0.6609,RAG03511,order_cancellation,0.6507,RAG03561,order_cancellation,0.6436,RAG03621,order_cancellation,0.64,RAG03842,order_cancellation,0.6376,RAG02480,account_access,0.6347,RAG03503,order_cancellation,0.633
GLD0112,176451,@AmazonHelp They can barely understand me and visa-versa which is the first issue. This is 2nd set that has arrived damaged.  They are saying they can only refund as the item is no longer available yet I can go to Amazon and plenty are available.,product_issue,refund,0.5838,0,0,0.0,16.12,0,0,0,0,RAG01132,RAG01384,return_replacement,0.5765,RAG00985,refund,0.5759,RAG01232,refund,0.5748,RAG01442,return_replacement,0.5724,RAG01128,refund,0.5663,RAG01338,refund,0.5656,RAG01279,refund,0.5631,RAG00942,refund,0.5596,RAG01090,refund,0.5587
GLD0113,2115539,"@AmazonHelp Not sure, haven't opened it yet because again, I collect boxes and mine looks like it's been thrown around. Not sure why there isn't anything protecting it. No bubble wrap or peanuts || @AmazonHelp I have gone to your page that you have linked. This item is not yet up there to where I can leave my feedback. It doesn't change the fact that my box is damaged. I'm a collector and this is sort of useless to me now",product_issue,product_issue,0.7114,1,1,1.0,20.92,1,1,1,1,RAG01862,RAG02038,product_issue,0.5464,RAG01929,product_issue,0.5377,RAG01990,product_issue,0.5344,RAG01881,product_issue,0.5316,RAG01872,product_issue,0.5266,RAG01738,return_replacement,0.524,RAG02054,product_issue,0.5233,RAG01883,product_issue,0.521,RAG01756,return_replacement,0.5137
GLD0114,1487700,"@AmazonHelp Chat disconnected by sup, ordered an item hade to quickly cancel to change shipping speed and the item was sold, ask for a price match and they refused. Were talking a matter of 20 bucks. I am a prime member and have had my account since 07. || @AmazonHelp @115821 I understand your policy but sometimes customer service comes before this. Doing whats right for a long time customer. Im no longer in the mood to argue this anymore. The item is in my cart should you want to make this right.",product_issue,prime_membership,0.6664,0,0,0.0,22.56,0,0,0,0,RAG02607,RAG04567,order_cancellation,0.6637,RAG00411,delivery_shipping,0.658,RAG04500,general_support,0.6576,RAG03675,order_cancellation,0.6556,RAG04918,payment,0.6528,RAG00090,delivery_shipping,0.6501,RAG03215,technical_app,0.65,RAG03322,technical_app,0.6426,RAG02853,prime_membership,0.6407
GLD0115,2176488,"@AmazonHelp Really tired of wasting time here now || @AmazonHelp Team, i did they earlier, you provided the product but 1 day late, but it turned out to be defective or fake
Note i am only req to ensure that i have a product on time, your guys are refusing it 
Whose fault is it that a fake product was allowed to deliver??",product_issue,general_support,0.7082,0,0,0.0,18.69,0,0,0,0,RAG04193,RAG00088,delivery_shipping,0.6967,RAG04828,delivery_shipping,0.6842,RAG00135,delivery_shipping,0.681,RAG00031,delivery_shipping,0.6795,RAG04714,delivery_shipping,0.6738,RAG02724,prime_membership,0.673,RAG03089,technical_app,0.671,RAG04607,delivery_shipping,0.6682,RAG03121,technical_app,0.6678
GLD0116,2318844,"@AmazonHelp Hi I have not opened it as I was on my way out, I will check when I get home || @AmazonHelp Here is the delivery info the annoying thing is the parcel would have fit in my post box, luckily my item is not damaged https://t.co/aDhCEcsyuC || @AmazonHelp done",product_issue,account_access,0.6998,2,0,0.5,19.74,0,1,1,1,RAG02230,RAG01933,product_issue,0.6751,RAG01935,product_issue,0.6659,RAG02341,account_access,0.6629,RAG04457,general_support,0.6622,RAG01885,product_issue,0.6607,RAG01930,product_issue,0.6596,RAG04472,general_support,0.6589,RAG00685,payment,0.658,RAG04607,delivery_shipping,0.6565
GLD0117,989577,"@AmazonHelp Yes as it mention business park in the address. || @AmazonHelp been told tomorrow,item was meant to of been a present for someone last Night! Lazy delivery drivers and call staff who don't know their job || @AmazonHelp So....parcel arrived today.....how the item is still inside is a shock! Both ends opened and damage to contents!",product_issue,refund,0.6644,2,0,0.5,19.14,0,1,1,1,RAG00959,RAG01942,product_issue,0.6459,RAG01876,product_issue,0.613,RAG01868,product_issue,0.6041,RAG01872,product_issue,0.5966,RAG00583,payment,0.596,RAG02230,account_access,0.5952,RAG01919,product_issue,0.5948,RAG01913,product_issue,0.5933,RAG01914,product_issue,0.5884
GLD0118,1953406,"@AmazonHelp I can’t see anywhere on the order where it allows me 2 make a claim! There’s nothing in there about claiming at all! || @AmazonHelp UK consumer law states under distance selling rules I’m entitled to FULL refund of payment, returns costs if item is faulty! Just coz his registered office is in Jersey &amp; dispatches from Netherlands doesn’t mean he or amazon can circumvent my rights! || @AmazonHelp If I were you I’d advise ur CEO that I’m asking @351371 2 investigative fake @115858 products being sold with Amazons blessing in the UK &amp; then refusing refunds!!",product_issue,security_fraud,0.6831,0,0,0.0,25.83,0,0,0,0,RAG03884,RAG01623,return_replacement,0.6671,RAG01018,refund,0.6643,RAG01148,refund,0.6613,RAG01077,refund,0.6581,RAG04037,security_fraud,0.6568,RAG04627,refund,0.6561,RAG01053,refund,0.6523,RAG02480,account_access,0.6487,RAG00989,refund,0.6441
GLD0119,1386506,"@AmazonHelp BTW, I've had both items less than 3 weeks. Only opened to make sure they weren't defective electronics and they sadly were. || @AmazonHelp The refund doesn't really worry me, it is not confirming the item was actually received when it was dropped off that worries me. || @AmazonHelp I drop them off at an Amazon store yesterday, one package shows as being received and processed. The other doesn't show as being received",product_issue,delivery_shipping,0.6278,0,0,0.0,20.16,0,0,0,0,RAG04835,RAG00457,payment,0.595,RAG03805,order_cancellation,0.5878,RAG04839,delivery_shipping,0.5805,RAG01637,return_replacement,0.5768,RAG00163,delivery_shipping,0.5702,RAG01008,refund,0.5702,RAG00125,delivery_shipping,0.5635,RAG01439,return_replacement,0.5626,RAG01585,return_replacement,0.5613
GLD0120,1267636,@AmazonHelp Review complied with all the guidelines. I posted pics and details. Been a loyal #Amazon customer in #USA since 2008 and now in #India. Sad! || @AmazonHelp Thank you. How will they contact me? And how do they know which order number this is in reference to? || @AmazonHelp Item was already returned. I refused to accept damaged product. Pls read original tweet. Issue is that @115850 rejected my product review.,product_issue,technical_app,0.6716,0,0,0.0,20.63,0,0,0,0,RAG03219,RAG01183,refund,0.6706,RAG03089,technical_app,0.6692,RAG00332,delivery_shipping,0.6653,RAG04489,general_support,0.6622,RAG04269,general_support,0.6601,RAG00934,refund,0.6516,RAG01665,return_replacement,0.6503,RAG03195,technical_app,0.6495,RAG02228,account_access,0.6478
GLD0121,2793052,@AmazonHelp Called 3 times. Extremely difficult to understand all 3 agents. One agent seemed completely clueless. I was having a problem w/past order. || @AmazonHelp The process was time consuming. Language barriers all 3x. Took much longer than expected &amp; accustomed to. One agent left problem unresolved || @AmazonHelp Received the wrong item from an Amazon prime retailer. I was trying to re-order the item again so it arrives on time. It’s a birthday gift. || @AmazonHelp Replied,product_issue,product_issue,0.7873,1,1,1.0,19.95,1,1,1,1,RAG01836,RAG01442,return_replacement,0.7089,RAG01027,refund,0.6881,RAG03478,order_cancellation,0.6845,RAG01626,return_replacement,0.6706,RAG03675,order_cancellation,0.6701,RAG04714,delivery_shipping,0.6694,RAG00423,delivery_shipping,0.6646,RAG01553,return_replacement,0.6629,RAG04946,delivery_shipping,0.6627
GLD0122,1699303,"@AmazonHelp Please do not lie. Please show it to me what correspondence you have send apart from raising illogical demand like asking me to send screenshot of mail, when I have send original mail itself. I think original mail is more authentic than screen shot of mail. || @AmazonHelp Why r  u scared on social media platforms. U r a fraud company seling fake products so trying to isolate each customer individually. I challenge you for open debate here, I will prove you are a fraud company.  I have met with every logical demand your illogical officers asked for || @AmazonHelp Which mail you have send. I have replied to every mail send on my registered email id. Please do not lie here on social media. I expect a company of your stature atleast to not lie. I again challenge you. If I am wrong please counter me hear OPENLY or accept U R A FRAUD COMPANY || @AmazonHelp I hv nt receivd any mail on my registered email. Further would request u to counter me here instead of running away. Put the facts here. I AM CONFIDENT mine is not isolated incidence. Amazon has duped many with fake products. It clear from its behaviour. I appeal to avoid Amazon",product_issue,security_fraud,0.6943,0,0,0.0,35.23,0,0,0,0,RAG03924,RAG03278,technical_app,0.6843,RAG01018,refund,0.6735,RAG02342,account_access,0.6587,RAG03914,security_fraud,0.6568,RAG04054,security_fraud,0.6554,RAG03344,technical_app,0.6547,RAG00975,refund,0.6531,RAG02480,account_access,0.6487,RAG04853,technical_app,0.648
GLD0123,439109,"@AmazonHelp We are not dealing with your sellers, we deals with Amazon. Why you regards with such a fraud sellers. It seems ur sales are just show-off || @AmazonHelp Now, not looking for any better deal on Amazon. Your most of the deals are fake, I have more evidences to prove your deals are fraud. || @AmazonHelp Looking for true and transparent service from Amazon. || @AmazonHelp What nexts? I didn't here anything || @AmazonHelp Are you crazy? see above discussion. Why should I elobarate same thinga again.",product_issue,security_fraud,0.7806,8,0,0.125,23.83,0,0,0,1,RAG03909,RAG03113,technical_app,0.723,RAG03970,security_fraud,0.6675,RAG03278,technical_app,0.6663,RAG03884,security_fraud,0.6603,RAG03993,security_fraud,0.6573,RAG04052,security_fraud,0.6519,RAG02012,product_issue,0.6504,RAG03965,security_fraud,0.6423,RAG03529,order_cancellation,0.6385
GLD0124,627647,"@AmazonHelp Seller it seems 171-4415433-1479523 is the order number || @AmazonHelp No, i could not || @AmazonHelp Fr! || @AmazonHelp Thanks but the email bounced back. It wont take incoling messages || @AmazonHelp Cant somebody just email or call me? This is still not working, my drive is broken and my dvd is stuck there. It's been 10 days and im beyond annoyed with this service || @AmazonHelp It doesnt work, my purchase wont show on this link because it was made on the first semester",product_issue,product_issue,0.8352,1,1,1.0,23.85,1,1,1,1,RAG01853,RAG04477,general_support,0.6895,RAG03561,order_cancellation,0.688,RAG03452,order_cancellation,0.6875,RAG03706,order_cancellation,0.6873,RAG03306,technical_app,0.6812,RAG03779,order_cancellation,0.6808,RAG03807,order_cancellation,0.6803,RAG01678,return_replacement,0.678,RAG03395,technical_app,0.6779
GLD0125,2318256,"@AmazonHelp That it could take between 24 and 48 hours. || @AmazonHelp What happens with the item I bought. It looks like it is ou of stock. My item is still reserved or it was already sold? || @AmazonHelp Just the order confirmation. Then I received a mail that my order hasn't been shipped because I had to reinstate my account || @AmazonHelp I sent what you asked 4 days ago and still no news and, because of that, I can't even contact customer services || @AmazonHelp .com || @AmazonHelp When I try to log in, the same reinstate message",product_issue,account_access,0.6936,0,0,0.0,23.61,0,0,0,0,RAG04867,RAG03133,technical_app,0.6923,RAG02196,account_access,0.6733,RAG00217,delivery_shipping,0.6717,RAG04570,delivery_shipping,0.6708,RAG00326,delivery_shipping,0.6663,RAG03735,order_cancellation,0.6662,RAG01623,return_replacement,0.6635,RAG03617,order_cancellation,0.6599,RAG00561,payment,0.6596
GLD0126,1786128,@AmazonHelp Already complain lodged at your end. Technicians from your end yet to come.pls check. You have provided a defective piece. || @AmazonHelp No technicians came to check the phone. Now what should I do with this defective piece that you have supplied. || @AmazonHelp No reply received from your side. I m just fed up with the service. Pls take it back. I have wasted my money. Fradulent service. || @AmazonHelp Fradulent service.. no call received. 7091097809... Call immediately,product_issue,product_issue,0.7606,1,1,1.0,25.8,1,1,1,1,RAG01831,RAG04642,return_replacement,0.6809,RAG01396,return_replacement,0.6503,RAG00968,refund,0.6445,RAG01926,product_issue,0.6336,RAG04151,general_support,0.6333,RAG01877,product_issue,0.6311,RAG03897,security_fraud,0.6241,RAG01832,product_issue,0.6196,RAG01230,refund,0.6146
GLD0127,866156,@AmazonHelp A seller TWICE !! Both times wrong items and I called you on the phone about the fraud ! This was 13 days ago and UPS picked the item up || @AmazonHelp Look it’s not true ! If you need Me to post a video of me trying to get help I will be glad too ! WHERE IS MY REFUND ? 13 days ! || @AmazonHelp Claim ? I email you all about this ? And called ! You mean I have to jump threw hoops to get my money that you essentially stole ?,refund,security_fraud,0.7246,2,0,0.5,23.27,0,1,1,1,RAG03881,RAG01147,refund,0.7092,RAG03884,security_fraud,0.7058,RAG01351,refund,0.6989,RAG03921,security_fraud,0.6924,RAG01623,return_replacement,0.6898,RAG01507,return_replacement,0.6872,RAG01409,return_replacement,0.6853,RAG02511,account_access,0.6804,RAG00378,delivery_shipping,0.6798
GLD0128,2460836,"@AmazonHelp @115850: your payment page says ""pay with Amazon pay"".But there is no payment option.. Contradictory https://t.co/FCdDtK1fO5 || @AmazonHelp The link is of no use now as I have already loaded money into Amazon pay. Just tell me how can u refund it?? || @AmazonHelp I have already contacted Amazon support and got a reply that they cannot refund my money. This is pathetic.To get my money back I have to tweet you 100 times.",refund,refund,0.7377,1,1,1.0,24.17,1,1,1,1,RAG01228,RAG03780,order_cancellation,0.7246,RAG00955,refund,0.6983,RAG03604,order_cancellation,0.6979,RAG01182,refund,0.6938,RAG01698,return_replacement,0.6934,RAG01263,refund,0.6912,RAG01279,refund,0.6907,RAG00741,payment,0.6881,RAG01094,refund,0.6873
GLD0129,581219,"@AmazonHelp YOU HAVE BEEN LYING FOR 3 DAYS STRAIGHT ABOUT MY ORDER PROMISING REFUNDS AND CHANGE OF DELIVERY AND NOT DOING IT || @AmazonHelp No is not a refund of an item is a refund of a SERVICE that DOESNT WORK, I was suppose to receive a product on friday, then promise to received on saturday and for 3 days I have been calling and all I get is LIES AND MORE LIES all I want is my PRIME money BACK!!! all OF IT || @AmazonHelp I have contacted YOU THERE FOR THE LAST 3 DAYS all I get is some INDIAN agent who doesn't care and keeps LYING TO ME!!! there has to be another way",refund,refund,0.6793,1,1,1.0,24.89,1,1,1,1,RAG00934,RAG04928,return_replacement,0.6767,RAG04990,delivery_shipping,0.6759,RAG03925,security_fraud,0.6738,RAG00989,refund,0.663,RAG01345,refund,0.6598,RAG01693,return_replacement,0.6553,RAG04209,general_support,0.6541,RAG04714,delivery_shipping,0.6526,RAG01231,refund,0.6524
GLD0130,1031575,@AmazonHelp @115850  it's been one month. neither I got my earphones nor the money back. what customer service is this.? no seller contacting nor u. || @AmazonHelp @115850 neither they initiated refund for the same. please look into it and do the needful || @AmazonHelp @115850 no one is contacting me from ur side as well.. it's been over 45 days now. I haven't received my money or my product.,refund,return_replacement,0.6836,3,0,0.3333333333333333,20.36,0,1,1,1,RAG01454,RAG00612,payment,0.6559,RAG01230,refund,0.6534,RAG04546,general_support,0.6514,RAG00029,delivery_shipping,0.6095,RAG01279,refund,0.5996,RAG01173,refund,0.5993,RAG03964,security_fraud,0.5918,RAG01090,refund,0.591,RAG01196,refund,0.5893
GLD0131,656117,@AmazonHelp Of course it is your intention to delay refunds. Not the first time I am facing hassles to get my money back from @115850 Now @AmazonHelp wants another 12 hours. || @AmazonHelp Stop lying @AmazonHelp . I sent you the details twice. Here is the acknowledgement. Now get on and refund my money. @115850 @115821 https://t.co/anOQ8Rs9Wd || @AmazonHelp @146417 “ONE PIECE FOR ADVICE” Mr/Ms/Mrs @AmazonHelp - don’t come in public platform with Sarkari-babu type of response and ridicule yourself and @115850 - also don’t think @146417 is ordinary customer. Remember it! #KoiShak ?,refund,refund,0.7609,1,1,1.0,26.15,1,1,1,1,RAG01339,RAG00989,refund,0.7557,RAG01351,refund,0.7464,RAG00918,refund,0.7408,RAG01228,refund,0.7405,RAG03749,order_cancellation,0.7302,RAG01173,refund,0.73,RAG00465,payment,0.7294,RAG01035,refund,0.7286,RAG00997,refund,0.728
GLD0132,1953386,"@AmazonHelp I have to wait 7 days for it to go back, i cant afford that I have 3 children to support and that extra money was for them! || @AmazonHelp Yes and the woman just didnt understand I cant afford this! She wouldn't answer my questions with a straight forward answer || @AmazonHelp I just dont understand how i get instantly charged the money comes straight out yet i have to wait upto a week for the money back! I still don't know if the refund has been issued",refund,refund,0.6856,1,1,1.0,19.95,1,1,1,1,RAG01229,RAG02722,prime_membership,0.6843,RAG00781,payment,0.6789,RAG00799,payment,0.6746,RAG01351,refund,0.6738,RAG00718,payment,0.6713,RAG00944,refund,0.6643,RAG00955,refund,0.6641,RAG04195,general_support,0.6628,RAG00993,refund,0.6615
GLD0133,2454469,@AmazonHelp it was delayed twice now. and i spoke to you guys and i was trying to see why it was delayed again to get some info and the agent was saying that hes not honoring what the last guy i spoke to was going to do. until i said i wanted my money back to go to a different company || @AmazonHelp well after that im supposedly getting the item i ordered and a refund but im not going to hold my breath.,refund,payment,0.6817,0,0,0.0,20.0,0,0,0,0,RAG00668,RAG03785,order_cancellation,0.6783,RAG00233,delivery_shipping,0.6747,RAG03749,order_cancellation,0.6735,RAG03366,technical_app,0.6734,RAG02997,technical_app,0.6715,RAG02874,prime_membership,0.6697,RAG00100,delivery_shipping,0.6687,RAG03687,order_cancellation,0.6672,RAG00070,delivery_shipping,0.6657
GLD0134,605067,"@AmazonHelp It’s in tynemouth how hard is it to understand? You pay the postage, you chase it up. If I post something that doesn’t arrive in the time specified I’d want my money back but not amazon! || @AmazonHelp I just keep getting told to wait 4-6 weeks for a refund. You really need to sort your company out. Let’s start with dumping @126705 as your returns courier and use @122232 instead also let’s use them for deliveries too instead of your own logistics!",refund,refund,0.7416,1,1,1.0,21.12,1,1,1,1,RAG04698,RAG01160,refund,0.6554,RAG01697,return_replacement,0.6526,RAG00282,delivery_shipping,0.6368,RAG03749,order_cancellation,0.6269,RAG00187,delivery_shipping,0.6263,RAG01146,refund,0.6252,RAG00101,delivery_shipping,0.6219,RAG01347,refund,0.6219,RAG03227,technical_app,0.6208
GLD0135,2192605,@AmazonHelp I was told by a chat rep to keep the 223.41 GC. Then i purchased the item with the GC and the difference with my visa. Lance in customer service said i would be elegible to a reimburse. I have the emails || @AmazonHelp Is someone looking at this?? || @AmazonHelp The guy on the email said he will process a special case refund and not to worry. Amazon took 111.42 from my account on 11/8 i suspect they will take 111.99 sometime in order to fully charge the 223.41 of the GC.,refund,refund,0.5444,1,1,1.0,23.7,1,1,1,1,RAG00955,RAG00540,payment,0.542,RAG01345,refund,0.5371,RAG04994,prime_membership,0.5241,RAG01618,return_replacement,0.5146,RAG00706,payment,0.5103,RAG00614,payment,0.5093,RAG01681,return_replacement,0.5075,RAG00631,payment,0.504,RAG00494,payment,0.5031
GLD0136,2293714,"@AmazonHelp I’ve emailed. Does not change the fact that your service failed me. Customer trust and loyalty is important, and the options available are “return for a refund in a week or so”

Not good enough. || @AmazonHelp Sure. Right after I finish writing this oped about false advertisement practices and the rule of law in guaranteeing a product is in a certain state with a procedure followed when it hasn’t been.

I shouldn’t have to jump through hoops because you messed up. || @AmazonHelp I just got off the phone with a rep. After sending the picture, it’s agreed that this is terrible quality control.

I got a free month of prime. It will still take me well over a week to get my money back, then more time to order a replacement.

Not sure what more can be done?",refund,refund,0.6849,1,1,1.0,29.39,1,1,1,1,RAG01231,RAG04928,return_replacement,0.6815,RAG01027,refund,0.6645,RAG01815,return_replacement,0.6623,RAG02870,prime_membership,0.6605,RAG00968,refund,0.6573,RAG00994,refund,0.6456,RAG02722,prime_membership,0.6447,RAG04627,refund,0.6435,RAG00559,payment,0.6429
GLD0137,471593,"@AmazonHelp Product got delivered yest.. As it was dispatched so cancelation was not being accepted.. Want to return the item and need refund.. Kindly do the needful || @AmazonHelp @227292 We already talked ur support team..It was ordered by me.. I am the husband who tried to gift something to his wife..But that time we dint knew that we dont have right to ask our money back.. policy changed when, dont know..its our badluck.. || @AmazonHelp Form filled and message is sent.. Kindly do the needful.. Thanks",refund,refund,0.7457,1,1,1.0,23.91,1,1,1,1,RAG00986,RAG01225,refund,0.7445,RAG04418,general_support,0.7442,RAG01159,refund,0.7383,RAG00659,payment,0.736,RAG03681,order_cancellation,0.7329,RAG00799,payment,0.7318,RAG03458,order_cancellation,0.7286,RAG00965,refund,0.7274,RAG01229,refund,0.7268
GLD0138,1562884,@AmazonHelp Okay I have filled the form and sent you all details .Please look into this and refund my money back. https://t.co/Lf871hTOCV || @AmazonHelp They msgd me that I've been refunded.and they have given me again refund reference no.I've attached my account statement of sept &amp; Oct. https://t.co/BWsglayXrC || @AmazonHelp This was your reply.I can't see any resolution in https://t.co/QvergK7C9s guys aren't listening what I am saying. https://t.co/TKuf1Ze6MB,refund,refund,0.7245,1,1,1.0,27.1,1,1,1,1,RAG01339,RAG00996,refund,0.7197,RAG01042,refund,0.712,RAG04458,general_support,0.7038,RAG04037,security_fraud,0.6934,RAG00918,refund,0.6912,RAG01229,refund,0.6864,RAG04418,general_support,0.6844,RAG01345,refund,0.6828,RAG01032,refund,0.6819
GLD0139,319404,@AmazonHelp I cancelled the second and in matter of hours followed up with Amazon if I could get that too.  After that the res by reps has raised hell. || @AmazonHelp Refund is already available in the AmazonPay ac. You are neither letting me buy phone now giving the money back in cc. || @AmazonHelp Tried the link same answers all against @2155 regulations. Amazon pay wallet doesn’t allow transfer back to ac,refund,order_cancellation,0.6573,2,0,0.5,18.64,0,1,1,1,RAG03795,RAG01182,refund,0.6542,RAG00558,payment,0.6535,RAG03624,order_cancellation,0.6526,RAG01230,refund,0.6479,RAG03964,security_fraud,0.647,RAG01351,refund,0.6436,RAG01229,refund,0.6435,RAG01263,refund,0.643,RAG00834,payment,0.6418
GLD0140,2392603,"@AmazonHelp Hi. Yes, correct name and address. I occasionally order from https://t.co/POXIXYA3mr and other EU Amazons too, but I'm not missing anything from any Amazon I don't think... I can PM label photos? It's mysterious...... || @AmazonHelp Hiya. Not missing any orders... I had one arrive today at the same time as this one. No other ones listed as despatched... So, I don't think I'm missing anything - it's just strange and mysterious! Do any of the labels/codes on the packaging mean anything useful? || @AmazonHelp Hi Guys,
I've been on the Livechat - they've said it's an internal packing error. They've advised I reorder, and will get a refund for the old order (though that refund hasn't happened yet). I can send package photos if useful?? I'm a bit confused TBH.",refund,account_access,0.6812,6,0,0.16666666666666666,34.13,0,0,0,1,RAG02072,RAG04919,delivery_shipping,0.6535,RAG04607,delivery_shipping,0.6422,RAG01811,return_replacement,0.6138,RAG02152,account_access,0.6111,RAG01008,refund,0.6066,RAG03288,technical_app,0.6052,RAG04854,delivery_shipping,0.6025,RAG00457,payment,0.5899,RAG02374,account_access,0.5897
